,time,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness
0,2025-07-04 03:29:56.000000,0.30851972815990447,434.9224360539088,629.6089562452038,8.305845171024345,0.0010100027729284193
1,2025-07-04 03:31:28.896046,0.4249495034009219,596.6141982960761,865.7870350402602,11.730290345146356,0.0011939657525736039
2,2025-07-04 03:33:01.792092,0.5391499007061126,756.103233886596,1094.3405470789357,15.28038257215839,0.0013468581947248823
3,2025-07-04 03:34:34.688138,0.5501140232823791,786.7669849834388,1146.0865356142372,17.93177744814108,0.0008325104529392773
4,2025-07-04 03:36:07.584184,0.47300696730613717,728.4728092312404,1091.615080637305,19.187609054947476,0.000647878017590483
5,2025-07-04 03:37:40.480230,0.3921498839400711,687.0093538575202,1051.6897047412428,20.65841658940424,0.0004292039609801577
6,2025-07-04 03:39:13.376276,0.33991698653399943,651.4651134584001,1020.3169987195878,21.369523216020095,0.00028983774808930327
7,2025-07-04 03:40:46.272321,0.2696106495991349,619.4660564626287,1010.7151925077824,22.255095446256913,0.00018085164183630694
8,2025-07-04 03:42:19.168367,0.21285931966453797,642.5439946364443,1081.3631382180238,22.582443278835466,0.00021644593586479457
9,2025-07-04 03:43:52.064413,0.18399850030615927,681.9910606036652,1166.726071395943,22.181945601514563,0.0002995189140678122
10,2025-07-04 03:45:24.960459,0.1630489302987233,714.8382955931625,1225.3117938692233,21.841007964085065,0.0003618509646639723
11,2025-07-04 03:46:57.856505,0.11651875704862177,738.6628576056653,1284.925981197529,22.213593178713822,0.0003996859473292716
12,2025-07-04 03:48:30.752551,0.08931108667869123,770.4076534245498,1342.7540382240768,22.356599779663913,0.00046203172671885123
13,2025-07-04 03:50:03.648597,0.08688593442980201,772.8168119574507,1348.4134065204457,22.468663714489843,0.00047098237898571846
14,2025-07-04 03:51:36.544643,0.08754675820898264,767.4522881112508,1334.8560124792639,22.95424511344228,0.0004551349289864448
15,2025-07-04 03:53:09.440689,0.08512292902022603,766.4768784400767,1336.725154009655,23.10262336486367,0.00045185107198085457
16,2025-07-04 03:54:42.336735,0.08274939450379461,775.1975577344887,1349.0080454041513,23.12206716393172,0.0004738176752387516
17,2025-07-04 03:56:15.232781,0.08310906800590458,767.8319549833818,1337.5889665297213,23.06450690530832,0.00045344569113112815
18,2025-07-04 03:57:48.128827,0.0822784640256316,768.3291116927006,1342.782268217169,23.055446627378988,0.0004599329107637461
19,2025-07-04 03:59:21.024872,0.08383879523687064,760.2693901482787,1332.4475080792747,22.94449145560183,0.0004379436780185643
