COUNTRY CODE,year,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
AF,2023,120,17,104,100,16,20,10542240.000000000000,17284320.000000000000,0.00000000000000000000,0.01298701298701298701
AF,2024,13,7,8,5,5,8,16495753.846153846154,27136246.153846153846,0.00000000000000000000,0.00000000000000000000
AF,2025,15,7,15,15,0,0,645120.000000000000,645120.000000000000,1.00000000000000000000,1.00000000000000000000
AG,2010,85,32,42,29,43,44,174613383.52941176,249326728.76712329,0.00000000000000000000,0.00000000000000000000
AG,2011,91,38,56,24,35,51,155964342.85714286,177405696.00000000,0.10416666666666666667,0.00000000000000000000
AG,2012,105,29,58,25,47,67,148124160.00000000,220662782.60869565,0.07843137254901960784,0.00000000000000000000
AG,2013,91,38,55,28,36,54,155824773.62637363,237208039.02439024,0.00000000000000000000,0.00000000000000000000
AG,2014,172,51,131,67,41,85,41936651.162790697674,222074147.36842105,0.02985074626865671642,0.00000000000000000000
AG,2015,97,37,58,43,39,46,97276602.061855670103,130667865.16853933,0.00000000000000000000,0.00000000000000000000
AG,2016,172,54,106,69,66,77,78216613.953488372093,107631912.32876712,0.18095238095238095238,0.13888888888888888889
AG,2017,348,71,156,77,192,236,75821462.068965517241,248796943.13099042,0.07058823529411764706,0.00000000000000000000
AG,2018,370,58,148,71,222,155,87175731.891891891892,169440722.12389381,0.13138686131386861314,0.00000000000000000000
AG,2019,799,96,457,217,342,542,66237873.341677096370,267744265.61264822,0.14143094841930116473,0.04024767801857585139
AG,2020,522,76,163,91,359,402,100755144.82758621,122817687.62677485,0.03508771929824561404,0.01904761904761904762
AG,2021,878,63,195,99,683,704,147473581.77676538,159406816.43835616,0.00000000000000000000,0.00000000000000000000
AG,2022,834,125,282,131,552,611,154196443.16546763,180096375.20215633,0.00303951367781155015,0.00778816199376947040
AG,2023,1490,173,623,371,867,841,104981914.63087248,153751580.19801980,0.15549348230912476723,0.10229645093945720251
AG,2024,1480,256,896,579,584,737,104831280.00000000,169020393.92097264,0.07167630057803468208,0.13219616204690831557
AG,2025,1224,224,798,589,426,504,74314164.705882352941,86394624.702653247941,0.06527415143603133159,0.06374501992031872510
AI,2010,50,4,2,1,48,36,328852224.00000000,553490075.67567568,0.00000000000000000000,0.00000000000000000000
AI,2011,23,9,20,0,3,7,38504347.826086956522,97928228.571428571429,0.00000000000000000000,0.00000000000000000000
AI,2012,21,6,2,1,19,8,509360914.28571429,469641600.00000000,0.00000000000000000000,0.00000000000000000000
AI,2013,44,15,28,7,16,23,138027927.27272727,352946880.00000000,0.00000000000000000000,0.00000000000000000000
AI,2014,35,9,5,1,30,20,248081554.28571429,225997714.28571429,0.00000000000000000000,0.00000000000000000000
AI,2015,44,8,5,2,39,29,271382400.00000000,239461780.64516129,0.00000000000000000000,0.00000000000000000000
AI,2016,56,12,17,8,39,26,238397657.14285714,223560000.00000000,0.02500000000000000000,0.00000000000000000000
AI,2017,115,17,29,10,86,51,269997746.08695652,287010885.24590164,0.06521739130434782609,0.07272727272727272727
AI,2018,992,18,20,11,972,291,356665645.16129032,344932545.69536424,0.00409836065573770492,0.00682593856655290102
AI,2019,341,25,80,68,261,134,346665431.08504399,296754059.40594059,0.01655629139072847682,0.01176470588235294118
AI,2020,298,13,19,13,279,158,454602008.05369128,450252126.31578947,0.04778156996587030717,0.05952380952380952381
AI,2021,501,19,29,16,472,266,402338586.82634731,343219710.63829787,0.00613496932515337423,0.00361010830324909747
AI,2022,533,31,51,18,482,336,335046231.89493433,355745166.10169492,0.02822580645161290323,0.01754385964912280702
AI,2023,675,40,139,106,536,382,296438400.00000000,301385508.19672131,0.03249097472924187726,0.02798982188295165394
AI,2024,759,51,221,125,538,466,272583007.11462451,302175886.29441624,0.09547738693467336683,0.09161793372319688109
AI,2025,626,41,157,82,469,352,279661065.81469649,280887395.39170507,0.01844262295081967213,0.01400560224089635854
AL,2010,29,8,22,21,7,8,113660689.65517241,234683255.17241379,0.00000000000000000000,0.00000000000000000000
AL,2011,12,5,10,10,2,0,15105600.000000000000,725760.000000000000,0.00000000000000000000,
AL,2012,6,4,4,1,2,4,101880000.000000000000,247484160.00000000,0.00000000000000000000,0.00000000000000000000
AL,2013,20,9,10,8,10,11,411073920.00000000,574155284.21052632,0.00000000000000000000,0.00000000000000000000
AL,2014,31,11,20,12,11,18,340034167.74193548,550402560.00000000,0.00000000000000000000,0.00000000000000000000
AL,2015,37,12,28,23,9,9,36131545.945945945946,92788200.000000000000,0.00000000000000000000,0.00000000000000000000
AL,2016,31,13,27,16,4,14,12332903.225806451613,70479360.000000000000,0.00000000000000000000,0.00000000000000000000
AL,2017,146,29,125,59,21,70,26850871.232876712329,167958920.93023256,0.02272727272727272727,0.05128205128205128205
AL,2018,156,49,125,82,31,39,35624492.307692307692,74751709.090909090909,0.07812500000000000000,0.01666666666666666667
AL,2019,357,52,144,93,213,211,80735596.638655462185,165576221.05263158,0.08510638297872340426,0.07456140350877192982
AL,2020,444,27,62,42,382,329,97941794.594594594595,152560043.12668464,0.00515463917525773196,0.00000000000000000000
AL,2021,593,60,201,100,392,350,70102599.662731871838,99140352.000000000000,0.01877934272300469484,0.01326259946949602122
AL,2022,621,113,415,282,206,247,52390400.000000000000,108698713.04347826,0.04054054054054054054,0.02258064516129032258
AL,2023,1127,156,692,398,435,529,79670919.609582963620,141794702.91262136,0.09574468085106382979,0.06587837837837837838
AL,2024,1772,227,1269,815,503,699,42607730.925507900677,116824555.87846764,0.09621993127147766323,0.14718162839248434238
AL,2025,1470,161,1123,840,347,432,38115271.836734693878,67471811.320754716981,0.08294930875576036866,0.12006079027355623100
AM,2010,6,4,6,6,0,0,172800.000000000000,172800.000000000000,,
AM,2011,29,3,27,16,2,13,12060248.275862068966,212937268.96551724,0.00000000000000000000,0.00000000000000000000
AM,2012,37,7,11,8,26,29,69066291.891891891892,163235286.48648649,0.00000000000000000000,0.00000000000000000000
AM,2013,88,9,84,11,4,77,8935527.272727272727,418341927.27272727,0.00000000000000000000,0.00000000000000000000
AM,2014,152,14,128,121,24,31,10414610.526315789474,19381452.631578947368,0.00000000000000000000,0.00000000000000000000
AM,2015,877,21,869,483,8,394,2316938.654503990878,73261584.492588369441,0.00544959128065395095,0.45551128818061088977
AM,2016,278,28,229,163,49,115,13200241.726618705036,41311942.446043165468,0.00000000000000000000,0.05917159763313609467
AM,2017,318,25,281,89,37,229,10896996.226415094340,146234445.28301887,0.00000000000000000000,0.00865800865800865801
AM,2018,643,46,483,372,160,271,38115568.273716951788,69762423.639191290824,0.00977198697068403909,0.01690821256038647343
AM,2019,768,51,635,532,133,236,28099125.000000000000,64163700.000000000000,0.10625000000000000000,0.17457305502846299810
AM,2020,66,10,15,7,51,59,119874763.63636364,134282618.18181818,0.07272727272727272727,0.06349206349206349206
AM,2021,181,22,50,44,131,137,85091111.602209944751,100824026.51933702,0.00000000000000000000,0.00000000000000000000
AM,2022,1030,84,542,473,488,557,44385441.553398058252,64568565.436893203883,0.16642958748221906117,0.12938005390835579515
AM,2023,2072,138,1112,928,960,1144,32043975.289575289575,66203082.625482625483,0.09532710280373831776,0.11792177466433158202
AM,2024,3595,162,1122,900,2473,2695,45253988.762169680111,97945996.105702364395,0.09881154499151103565,0.05800922874093605801
AM,2025,3210,133,1768,1290,1442,1920,28880020.934579439252,52874269.906542056075,0.06951385733757383008,0.06176598521096128752
AO,2010,57,12,34,18,23,35,53636210.526315789474,127883411.32075472,0.00000000000000000000,0.00000000000000000000
AO,2011,40,7,34,30,6,9,30799440.000000000000,64505353.846153846154,0.00000000000000000000,0.00000000000000000000
AO,2012,46,11,33,25,13,14,97290156.521739130435,135947076.92307692,0.00000000000000000000,0.00000000000000000000
AO,2013,90,14,36,33,54,51,135079680.00000000,137991085.71428571,0.00000000000000000000,0.00000000000000000000
AO,2014,92,20,34,28,58,58,119262052.17391304,157730232.55813953,0.00000000000000000000,0.00000000000000000000
AO,2015,110,15,36,23,74,86,207418909.09090909,266257056.88073394,0.04545454545454545455,0.03092783505154639175
AO,2016,307,28,259,170,48,130,44153777.198697068404,112094784.00000000,0.15384615384615384615,0.11333333333333333333
AO,2017,185,33,151,114,34,69,52751636.756756756757,269747881.96721311,0.03703703703703703704,0.02409638554216867470
AO,2018,498,36,306,269,192,206,70820761.445783132530,89643183.157894736842,0.00000000000000000000,0.00673400673400673401
AO,2019,162,48,73,55,89,95,110870933.33333333,138035520.00000000,0.07079646017699115044,0.03478260869565217391
AO,2020,176,14,26,11,150,160,165353890.90909091,186630063.15789474,0.00598802395209580838,0.00000000000000000000
AO,2021,142,30,82,49,60,92,74937397.183098591549,146232919.14893617,0.10975609756097560976,0.10679611650485436893
AO,2022,802,57,532,483,270,295,57757430.423940149626,74833172.236503856041,0.11428571428571428571,0.14587332053742802303
AO,2023,2390,86,1710,1392,680,879,33322997.824267782427,48253049.405548216645,0.01773455377574370709,0.08445190156599552573
AO,2024,2743,84,2152,1929,591,746,24089787.823550856726,37865001.869158878505,0.01206896551724137931,0.01587301587301587302
AO,2025,2751,59,2019,1766,732,920,43690322.355507088332,56195479.970215934475,0.43235168587281263338,0.48551664504971897968
AQ,2010,633,62,515,81,118,41,48465076.777251184834,75111344.262295081967,0.01834862385321100917,0.01219512195121951220
AQ,2011,187,45,147,36,40,7,32570951.871657754011,28722976.744186046512,0.02325581395348837209,0.12500000000000000000
AQ,2012,383,60,285,63,98,28,73676866.840731070496,109674830.76923077,0.08928571428571428571,0.11764705882352941176
AQ,2013,413,49,210,39,203,35,132795544.79418886,176574745.94594595,0.14122137404580152672,0.00000000000000000000
AQ,2014,361,68,214,55,147,44,124150098.61495845,181145890.90909091,0.00543478260869565217,0.01785714285714285714
AQ,2015,509,67,271,70,238,52,122872682.12180747,141700249.18032787,0.06354515050167224080,0.11764705882352941176
AQ,2016,897,100,744,188,153,45,34371307.023411371237,45738602.575107296137,0.01481481481481481481,0.00000000000000000000
AQ,2017,927,115,560,133,367,84,100351689.32038835,109047152.07373272,0.06593406593406593407,0.07563025210084033613
AQ,2018,1344,149,883,182,461,101,71213850.000000000000,92694682.685512367491,0.20271940667490729295,0.25657894736842105263
AQ,2019,1342,160,810,174,532,134,81218575.260804769001,95588696.103896103896,0.06497797356828193833,0.07352941176470588235
AQ,2020,1060,126,719,134,341,77,60933600.000000000000,83375181.042654028436,0.11892797319932998325,0.00800000000000000000
AQ,2021,1284,82,486,59,798,132,69114751.401869158879,110099836.64921466,0.12166172106824925816,0.11258278145695364238
AQ,2022,7341,351,4687,634,2654,379,35722027.625664078463,56796101.875616979269,0.21486778646266422751,0.36194029850746268657
AQ,2023,5500,457,3669,561,1831,314,38872962.327272727273,57228792.685714285714,0.07663605051664753157,0.05492424242424242424
AQ,2024,7447,536,5616,680,1831,314,26172308.419497784343,42928283.299798792757,0.21864470235866716586,0.22321428571428571429
AQ,2025,4540,313,3227,277,1313,197,36084731.629955947137,58371220.253164556962,0.11632492113564668770,0.15017064846416382253
AR,2010,4093,420,1640,832,2453,2739,284262459.41851942,403789226.54718566,0.02977412731006160164,0.04107744107744107744
AR,2011,3832,450,1340,782,2492,2657,304041036.32567850,414763614.53911021,0.05490196078431372549,0.03702410059378274537
AR,2012,4659,532,1784,920,2875,3202,269109239.92273020,387632824.45414847,0.03509871513632090254,0.01931783881678237247
AR,2013,6071,702,2337,1174,3734,4237,259937296.12913853,364771554.83274811,0.01972024764962164641,0.01828999559277214632
AR,2014,10633,869,3508,2050,7125,7247,263598672.51011003,358757641.04549855,0.06483396180513319548,0.06240563663814796175
AR,2015,16310,1178,3871,2214,12439,12184,302591261.31207848,390862942.51979442,0.04712717882504841833,0.03312266808802253864
AR,2016,24381,1449,6907,4027,17474,17320,276910603.76522702,350425585.90902703,0.05911330049261083744,0.04120990661794559480
AR,2017,32952,1773,7313,3758,25639,26247,299885844.42825929,383285612.50458257,0.05606118282174620203,0.03380463647455680758
AR,2018,46115,2064,10302,5035,35813,36761,281854301.08207742,374911348.83720930,0.08039711894101615729,0.04619973993523877515
AR,2019,66944,2524,15214,8086,51730,54095,342443003.05927342,424348982.02344768,0.05797320439206205299,0.03952330928065854961
AR,2020,70497,2691,7360,3948,63137,62881,299548705.63002681,358423035.26911969,0.02594239728928420161,0.01161975670160900921
AR,2021,92276,2767,11302,4305,80974,83479,248877822.63643851,319011021.05167229,0.04836206004438363095,0.02211841644283545486
AR,2022,121747,3655,33756,19243,87991,94501,206362695.88573024,283976815.67027711,0.09363089498094319695,0.07799988801164678873
AR,2023,139214,4369,38975,22417,100239,106237,194615934.21351301,271113607.98420570,0.09501758978974065287,0.06904706000737933116
AR,2024,164898,5031,57760,36073,107138,116604,170918545.66095404,233219347.90963930,0.13179862336376252676,0.10637433734252978396
AR,2025,91485,3532,26601,14275,64884,70115,183541087.26020659,253130003.27052968,0.11176044617788675314,0.06601298701298701299
AS,2010,9,2,9,6,0,0,384000.000000000000,360000.000000000000,,
AS,2012,4,3,4,3,0,0,0.00000000000000000000,172800.000000000000,,
AS,2013,10,3,6,3,4,5,4354560.000000000000,6847200.000000000000,0.00000000000000000000,0.00000000000000000000
AS,2014,6,5,6,4,0,0,0.00000000000000000000,21600.000000000000,0.00000000000000000000,0.00000000000000000000
AS,2015,36,8,16,4,20,25,14078400.000000000000,21790675.862068965517,0.00000000000000000000,0.00000000000000000000
AS,2016,118,9,24,6,94,79,9562576.271186440678,10321242.352941176471,0.01030927835051546392,0.00000000000000000000
AS,2017,207,14,122,40,85,74,4139269.565217391304,5861557.894736842105,0.10526315789473684211,0.06329113924050632911
AS,2018,73,14,18,6,55,45,10534882.191780821918,15025129.411764705882,0.00000000000000000000,0.00000000000000000000
AS,2019,78,16,39,26,39,35,7787076.923076923077,7471475.409836065574,0.12244897959183673469,0.16666666666666666667
AS,2020,13,2,13,6,0,0,225969.230769230769,360000.000000000000,,
AS,2021,26,1,0,0,26,12,26265600.000000000000,26265600.000000000000,0.00000000000000000000,0.00000000000000000000
AS,2022,16,4,15,14,1,1,1846800.000000000000,2096640.000000000000,0.00000000000000000000,0.00000000000000000000
AS,2023,413,35,410,262,3,2,1535325.907990314770,3910254.545454545455,0.00000000000000000000,0.00000000000000000000
AS,2024,122,36,99,53,23,18,10611619.672131147541,13439459.154929577465,0.00000000000000000000,0.00000000000000000000
AS,2025,61,15,52,26,9,9,5910609.836065573770,10150765.714285714286,0.00000000000000000000,0.00000000000000000000
AT,2010,868,106,136,86,732,782,1068601968.66359447,1105281953.91705069,0.00000000000000000000,0.00000000000000000000
AT,2011,917,104,118,77,799,840,959482270.01090513,997995093.56597601,0.00000000000000000000,0.00000000000000000000
AT,2012,998,140,188,101,810,897,721442510.62124248,774810093.78757515,0.01196172248803827751,0.01203501094091903720
AT,2013,1216,153,223,123,993,1093,630358271.05263158,681319989.47368421,0.00196463654223968566,0.00000000000000000000
AT,2014,1507,203,496,356,1011,1151,442270248.17518248,499903118.77903119,0.00487804878048780488,0.12593144560357675112
AT,2015,2019,276,614,301,1405,1718,334658268.05349183,413433671.32243685,0.00649772579597141001,0.00789177001127395716
AT,2016,3457,311,588,370,2869,3087,374812022.44720856,421637823.31501302,0.00875420875420875421,0.00667514303877940242
AT,2017,5796,387,1180,657,4616,5139,367304601.24223602,410912109.31677019,0.00900163666121112930,0.01238803125595578426
AT,2018,6341,500,1207,809,5134,5532,351767619.23986753,377534998.76991011,0.00132726583238528631,0.00142121158287440043
AT,2019,8650,686,1745,1071,6905,7579,326192242.68208092,369552507.19075145,0.01816724552497996260,0.00945060483870967742
AT,2020,8926,401,825,447,8101,8479,346865122.11516917,403012132.10844723,0.01791646891314665401,0.01323360184119677791
AT,2021,9460,493,940,416,8520,9044,315404990.10570825,366678659.11205074,0.01825025664423405954,0.00797727024368921429
AT,2022,11996,1088,2514,1517,9482,10479,276143194.13137713,329922015.60520173,0.01713318059567686025,0.01034355374953823421
AT,2023,14531,1686,4618,2928,9913,11603,163239014.41057050,213378258.56444842,0.03513513513513513514,0.02398643191729930544
AT,2024,18687,2159,6314,4194,12373,14493,147041093.20918285,192619254.71183175,0.03319294739096295239,0.02549044914816726897
AT,2025,14517,1590,4914,3481,9603,11036,147147181.15313081,187205148.17110973,0.03335763762304046664,0.02947807933194154489
AU,2010,34101,1158,6259,3707,27842,27983,583450081.39350752,692669222.59387820,0.00584310064654427272,0.00525053026878542369
AU,2011,44872,1233,7007,3961,37865,38168,562808754.71563559,676532834.52253792,0.00601078859491394811,0.00513084955524042800
AU,2012,54560,1435,8244,4943,46316,46328,548054535.48387097,660618277.56041427,0.00662793380455985066,0.00615306274002249051
AU,2013,69713,1728,11190,6759,58523,58084,510354043.53277007,613144393.49197292,0.00892698597187918705,0.00716406029750750402
AU,2014,88195,2212,13880,7439,74315,74707,486309495.09609388,601965375.09312687,0.01259510261492231954,0.00692999791970043686
AU,2015,112836,2490,18437,10356,94399,94886,512388698.33032011,616246766.91054902,0.01375476750791203441,0.01200180694441592575
AU,2016,152279,3059,26598,16613,125681,125255,476700691.27325501,576149914.56847210,0.01997827002816026963,0.02152208686159607614
AU,2017,186002,3434,31739,20157,154263,154231,459469925.01155902,559002509.95251967,0.02350671362800370241,0.01561020596372579158
AU,2018,244782,4231,41381,25836,203401,204072,439557488.99183764,533331565.11300172,0.02864407325158507933,0.02404005896529938929
AU,2019,286530,5228,54603,35212,231927,233324,408914543.58287090,499226459.52274555,0.03361681675001688189,0.02747617543944877618
AU,2020,309869,5398,27155,12267,282714,280613,440840447.97769380,535769378.33378858,0.01367478014106615303,0.00713035039976372803
AU,2021,379891,6038,35059,14365,344832,342738,400985119.87912322,491526468.72190937,0.01127333834370593054,0.00653862579207977931
AU,2022,471658,7881,87591,53021,384067,387898,317836292.09299959,406443810.03857851,0.03161651243783471319,0.02329459827286914561
AU,2023,564535,10282,118943,72391,445592,454642,281396661.30319644,360201867.21666385,0.03924654412881664894,0.02999024205468566653
AU,2024,665215,11917,163765,99620,501450,517482,248471965.34293424,319803941.66539729,0.05376795341515400582,0.03949385073036451627
AU,2025,413944,9891,102284,60107,311660,326687,246430059.58680401,314835098.67888333,0.05006927079813475705,0.03511829289787749393
AW,2010,140,38,68,35,72,80,238861440.00000000,254835673.04347826,0.01369863013698630137,0.01234567901234567901
AW,2011,172,41,91,51,81,71,326557339.53488372,254307068.85245902,0.02352941176470588235,0.02739726027397260274
AW,2012,188,48,77,26,111,121,137481242.55319149,193904522.44897959,0.00000000000000000000,0.00000000000000000000
AW,2013,324,63,79,45,245,203,263364000.00000000,281970929.03225806,0.00000000000000000000,0.00480769230769230769
AW,2014,404,74,148,80,256,235,220772316.83168317,260318262.85714286,0.00000000000000000000,0.00000000000000000000
AW,2015,914,77,205,114,709,643,309123224.50765864,322530857.59577279,0.00805369127516778523,0.00000000000000000000
AW,2016,1068,86,199,119,869,810,341379182.02247191,362513381.27018299,0.01460674157303370787,0.00368098159509202454
AW,2017,1333,99,315,127,1018,1036,383322512.22805701,398693580.05159071,0.04789915966386554622,0.04189435336976320583
AW,2018,1623,132,395,210,1228,1170,345758000.73937153,339913502.60869565,0.02503681885125184094,0.03533278553820870994
AW,2019,1802,162,489,291,1313,1168,355723375.80466149,362203782.31665524,0.02356902356902356902,0.02218700475435816165
AW,2020,1618,75,306,186,1312,1188,439773597.03337454,426710986.89956332,0.00732600732600732601,0.00415627597672485453
AW,2021,1974,123,404,238,1570,1437,378018951.97568389,367521562.74626866,0.02959309494451294698,0.02371273712737127371
AW,2022,2508,267,945,597,1563,1392,272197515.78947368,277076676.92307692,0.06747787610619469027,0.05096774193548387097
AW,2023,3491,328,1563,1032,1928,1815,242147124.83529075,231171075.23709168,0.06204535729567821994,0.05550098231827111984
AW,2024,3206,364,1431,950,1775,1545,226903108.67124142,233061904.92985972,0.07907817442385901491,0.08087431693989071038
AW,2025,2354,273,1441,912,913,935,150021597.96091759,163164832.91824580,0.05871091257179323548,0.11372251705837755876
AZ,2010,169,11,64,29,105,140,316677983.43195266,530820127.81065089,0.00000000000000000000,0.00000000000000000000
AZ,2011,412,8,7,6,405,406,517536000.00000000,556536372.81553398,0.00000000000000000000,0.00000000000000000000
AZ,2012,348,7,1,0,347,348,546055944.82758621,640707889.65517241,0.00000000000000000000,0.00000000000000000000
AZ,2013,25,9,6,3,19,22,41292288.000000000000,108165888.00000000,0.00000000000000000000,0.00000000000000000000
AZ,2014,71,6,16,15,55,56,271594140.84507042,280403290.14084507,0.00000000000000000000,0.00000000000000000000
AZ,2015,156,13,73,71,83,85,205627015.38461538,234595938.46153846,0.20689655172413793103,0.21232876712328767123
AZ,2016,193,17,86,76,107,117,261297774.09326425,287910317.09844560,0.02189781021897810219,0.04255319148936170213
AZ,2017,366,30,174,136,192,230,197322255.73770492,216772170.49180328,0.03521126760563380282,0.00645161290322580645
AZ,2018,1838,40,1365,230,473,1608,119591373.23177367,178965613.05767138,0.05695142378559463987,0.01619676064787042591
AZ,2019,496,40,325,234,171,262,81789619.354838709677,122288400.00000000,0.19879518072289156627,0.17096018735362997658
AZ,2020,312,21,106,94,206,218,128065015.38461538,145547169.23076923,0.00000000000000000000,0.00000000000000000000
AZ,2021,374,18,90,60,284,314,107254280.21390374,132996397.86096257,0.00348432055749128920,0.00317460317460317460
