COUNTRY CODE,year,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
CW,2024,3523,299,1323,974,2200,1974,155421166.05166052,156322716.96065129,0.03764258555133079848,0.03422222222222222222
CW,2025,1883,223,860,685,1023,915,132875950.29208710,140587110.00000000,0.05618964003511852502,0.04728370221327967807
CX,2010,9,3,7,0,2,1,54086400.000000000000,184723200.000000000000,0.00000000000000000000,0.00000000000000000000
CX,2011,45,10,27,21,18,11,81598080.000000000000,87777000.000000000000,0.00000000000000000000,0.00000000000000000000
CX,2012,10,4,3,3,7,3,116328960.00000000,121795200.00000000,0.00000000000000000000,0.00000000000000000000
CX,2013,69,6,69,40,0,0,1228382.608695652174,1369440.000000000000,0.00000000000000000000,
CX,2014,14,6,13,7,1,1,25599085.714285714286,67489200.000000000000,0.00000000000000000000,0.00000000000000000000
CX,2015,50,6,31,17,19,15,68805504.000000000000,76366800.000000000000,0.00000000000000000000,0.00000000000000000000
CX,2016,161,12,104,79,57,53,35508790.062111801242,38953309.090909090909,0.00000000000000000000,0.00000000000000000000
CX,2017,58,6,2,0,56,42,86324027.586206896552,98658514.285714285714,0.00000000000000000000,0.00000000000000000000
CX,2018,142,11,83,65,59,47,45602163.380281690141,39605914.285714285714,0.00000000000000000000,0.00000000000000000000
CX,2019,301,24,257,146,44,54,18042960.797342192691,34461936.000000000000,0.46788990825688073394,0.43835616438356164384
CX,2020,79,7,79,34,0,0,745883.544303797468,762352.941176470588,0.00000000000000000000,0.00000000000000000000
CX,2021,121,12,72,50,49,33,106873943.80165289,69095016.867469879518,0.20967741935483870968,0.21428571428571428571
CX,2022,447,35,433,306,14,39,3659532.885906040268,9527540.869565217391,0.07407407407407407407,0.13750000000000000000
CX,2023,660,46,541,396,119,79,65062080.000000000000,64131536.842105263158,0.08158508158508158508,0.08196721311475409836
CX,2024,427,33,377,284,50,36,14147747.072599531616,13321530.000000000000,0.08130081300813008130,0.08737864077669902913
CX,2025,282,28,201,143,81,51,56293276.595744680851,48820898.969072164948,0.11538461538461538462,0.15730337078651685393
CY,2010,440,10,8,5,432,395,269296625.45454545,247505112.00000000,0.00000000000000000000,0.00000000000000000000
CY,2011,321,27,58,43,263,232,528393600.00000000,548970519.27272727,0.00000000000000000000,0.00000000000000000000
CY,2012,358,24,64,49,294,254,475647204.46927374,499986534.65346535,0.00000000000000000000,0.00000000000000000000
CY,2013,478,20,65,32,413,369,482722584.10041841,530183150.12468828,0.00000000000000000000,0.00000000000000000000
CY,2014,232,24,56,50,176,161,148392744.82758621,148816424.64454976,0.00000000000000000000,0.00000000000000000000
CY,2015,1361,28,149,123,1212,1085,543653367.81778104,550192339.07284768,0.00737100737100737101,0.00458715596330275229
CY,2016,328,47,106,85,222,197,174628360.97560976,195941719.14893617,0.00000000000000000000,0.00000000000000000000
CY,2017,1558,49,411,369,1147,1014,448431749.42233633,442064756.61605206,0.00000000000000000000,0.00000000000000000000
CY,2018,2252,84,834,766,1418,1255,383620412.07815275,376954778.03067788,0.01052631578947368421,0.01168072680077871512
CY,2019,1641,115,688,498,953,897,236047959.04936015,253165254.19354839,0.01719457013574660633,0.01386138613861386139
CY,2020,1664,51,357,300,1307,1111,390956313.46153846,398458736.21545004,0.00000000000000000000,0.00000000000000000000
CY,2021,1615,64,435,374,1180,1018,397294912.19814241,397283400.00000000,0.00000000000000000000,0.00000000000000000000
CY,2022,3850,238,1901,1481,1949,1794,210430341.81818182,227731642.62595420,0.00648228176318063959,0.02301054650047938639
CY,2023,5664,282,2526,2058,3138,2964,167886366.10169492,172273634.40860215,0.06083086053412462908,0.07585644371941272431
CY,2024,5921,323,3122,2655,2799,2522,168052290.08613410,173675331.96832142,0.01947419668938656280,0.01934443847393874261
CY,2025,5446,293,3359,2965,2087,1884,117322490.19463827,120133026.02598474,0.03691171947093202092,0.03617747440273037543
CZ,2010,1284,46,30,12,1254,1272,1024210631.77570093,1067491379.43925234,0.00000000000000000000,0.00000000000000000000
CZ,2011,1405,53,46,34,1359,1371,1078562562.27758007,1115131777.36654804,0.00000000000000000000,0.00000000000000000000
CZ,2012,1810,82,140,88,1670,1722,1043950483.09392265,1073550932.15469613,0.00357142857142857143,0.00000000000000000000
CZ,2013,1451,99,114,66,1337,1385,993564332.46037216,1020057335.35492764,0.00000000000000000000,0.00000000000000000000
CZ,2014,1815,112,141,79,1674,1736,930771300.49586777,966078529.58677686,0.00000000000000000000,0.00000000000000000000
CZ,2015,2032,158,245,155,1787,1877,627201028.34645669,673817059.84251969,0.00000000000000000000,0.00000000000000000000
CZ,2016,2659,179,377,251,2282,2408,623032187.13802181,668216852.65137270,0.00731812311665949204,0.00451374640951990152
CZ,2017,4482,236,523,328,3959,4154,563220530.12048193,593679074.69879518,0.00222277105458137812,0.00332304770947068597
CZ,2018,9984,362,916,579,9068,9405,532762277.88461538,569631011.53846154,0.00434263380740419064,0.00189354092152324847
CZ,2019,14373,480,959,595,13414,13778,498803147.90231684,533882702.06637445,0.00103183962264150943,0.00093653195014768388
CZ,2020,24992,386,525,304,24467,24688,477363754.41741357,519377883.99487836,0.00422352176738141650,0.00092989407293603946
CZ,2021,41017,536,835,421,40182,40596,431410532.80347173,457323777.43862301,0.00307509175677016169,0.00076300179674616653
CZ,2022,55167,850,1604,903,53563,54264,422026824.21012562,447390271.14035565,0.00252511186616907109,0.00146983170426986110
CZ,2023,63791,1177,2921,1746,60870,62045,411039401.44534495,431674273.44923265,0.00556095979247730220,0.00348621505789036014
CZ,2024,72817,1436,3944,2482,68873,70335,385723247.79103781,406447134.44387986,0.00681638803185764512,0.00435960382629306696
CZ,2025,49800,1230,4329,2724,45471,47076,353768070.36144578,374801680.19277108,0.01480527840360476344,0.00571945244653783880
DE,2010,1668,242,362,114,1306,1471,608267810.07194245,919513826.11987382,0.00665188470066518847,0.00135409614082599865
DE,2011,2288,270,447,209,1841,1994,604672703.49650350,856113637.04039946,0.00000000000000000000,0.00396432111000991080
DE,2012,3801,390,596,359,3205,3088,579447271.34964483,789122556.65796345,0.00844390832328106152,0.00909375979931012857
DE,2013,6382,491,907,428,5475,4944,554648929.11313068,775680639.76172748,0.00574300071787508973,0.00657763603747259318
DE,2014,7033,548,954,585,6079,6024,595217093.81487274,809371223.96731729,0.00224899598393574297,0.00195599022004889976
DE,2015,10253,730,1593,735,8660,9098,548998004.25241393,741338228.41452253,0.00348706411698537683,0.00086880973066898349
DE,2016,12706,866,1779,895,10927,11409,532298139.71352117,708116332.11963589,0.00460911185959936182,0.00654101041397710646
DE,2017,18020,1102,2612,1166,15408,16083,488235477.73584906,653956906.58009160,0.01009973488195934857,0.00596152664249277856
DE,2018,21571,1524,3827,2115,17744,18606,445336353.28913819,592765736.32546692,0.00776709575797077834,0.00825143217532979450
DE,2019,30164,1949,4965,2491,25199,26300,387808536.79883305,516955525.60175055,0.00869065849923430322,0.00572711959573273442
DE,2020,44058,1629,3419,1419,40639,40877,399074361.75949884,513555363.49536599,0.00532958647254051697,0.00364999026669262215
DE,2021,65929,2207,5128,2253,60801,61117,337742963.87932473,432764200.29667035,0.00791462583930714587,0.00185891791409842481
DE,2022,80096,3695,10572,4821,69524,71657,287267639.11306432,370965424.70252883,0.00939797282245488973,0.00486219198082671038
DE,2023,107274,5211,16709,8400,90565,94531,245823943.17355557,325291406.81815974,0.00877548409110295999,0.00582611138276511408
DE,2024,144405,7183,25814,14990,118591,122448,193546294.04799003,255238535.04271017,0.00997097573702061049,0.00569690532515811326
DE,2025,106050,6024,22468,13640,83582,88645,175694976.00000000,237937368.41179059,0.01724118270864453744,0.01068003967816598699
DJ,2011,73,3,8,3,65,61,11508953.424657534247,12529350.000000000000,0.00000000000000000000,0.00000000000000000000
DJ,2012,35,3,4,2,31,30,29891931.428571428571,31244400.000000000000,0.00000000000000000000,0.00000000000000000000
DJ,2013,23,3,8,0,15,19,20409182.608695652174,25201515.789473684211,0.00000000000000000000,0.00000000000000000000
DJ,2014,72,8,29,26,43,42,116242800.00000000,119952423.52941176,0.00000000000000000000,0.00000000000000000000
DJ,2015,90,8,2,2,88,86,383878080.00000000,394731163.63636364,0.00000000000000000000,0.00000000000000000000
DJ,2016,190,3,2,1,188,175,72222669.473684210526,74532272.727272727273,0.01052631578947368421,0.00568181818181818182
DJ,2017,271,13,126,112,145,140,84559775.645756457565,93218057.142857142857,0.34749034749034749035,0.38842975206611570248
DJ,2018,527,16,331,294,196,166,11944513.092979127135,12662671.304347826087,0.00000000000000000000,0.00000000000000000000
DJ,2019,341,10,120,90,221,174,102133668.03519062,109599709.09090909,0.31366459627329192547,0.33333333333333333333
DJ,2020,62,10,6,8,56,47,202559225.80645161,208877498.18181818,0.00000000000000000000,0.00000000000000000000
DJ,2021,409,12,22,16,387,387,152854697.31051345,168318348.38709677,0.01023017902813299233,0.00257731958762886598
DJ,2022,226,11,69,40,157,157,107939214.15929204,125360259.89847716,0.13270142180094786730,0.17801047120418848168
DJ,2023,116,13,44,13,72,66,75766841.379310344828,128870521.51898734,0.00000000000000000000,0.00000000000000000000
DJ,2024,167,24,32,43,135,85,101259247.90419162,109399275.00000000,0.00000000000000000000,0.00000000000000000000
DJ,2025,158,13,53,40,105,79,114802632.91139241,119001115.96638655,0.00000000000000000000,0.00000000000000000000
DK,2010,591,58,87,40,504,336,479097648.73096447,531158246.80851064,0.00000000000000000000,0.00000000000000000000
DK,2011,750,103,180,65,570,427,372711398.40000000,495265873.17073171,0.00335570469798657718,0.00453514739229024943
DK,2012,525,85,103,26,422,287,466602130.28571429,583174880.51118211,0.00000000000000000000,0.00000000000000000000
DK,2013,858,106,172,37,686,514,458399932.86713287,597726646.82395644,0.01010101010101010101,0.00000000000000000000
DK,2014,1054,129,173,57,881,654,398678864.51612903,526332273.41772152,0.00652883569096844396,0.00151285930408472012
DK,2015,1291,172,256,112,1035,730,432334021.99845081,577765522.09026128,0.02117863720073664825,0.00403768506056527591
DK,2016,2215,216,427,180,1788,1237,475427019.41309255,632307150.31757234,0.01915912719531665780,0.01859024012393493416
DK,2017,2520,266,727,255,1793,1205,418988708.57142857,617058858.08219178,0.01691440287032291133,0.01632970451010886470
DK,2018,3575,378,858,369,2717,1944,443726691.35664336,678123866.14785992,0.00471857094708459724,0.00428367444074250357
DK,2019,5041,493,1162,447,3879,2786,415728382.78119421,624586348.28332818,0.02156721782890007189,0.01509951956074124914
DK,2020,7582,283,614,190,6968,4988,467826782.16829333,649412751.79606025,0.00905233380480905233,0.00478850758180367119
DK,2021,8668,403,1181,445,7487,5385,452091658.14490078,623237923.01886792,0.00546377000130089762,0.00369071784462077874
DK,2022,11487,837,2502,745,8985,6587,374822387.46408984,543737954.82815057,0.01144116720898499003,0.00507690010452441392
DK,2023,15886,1276,4298,1532,11588,9174,279275681.22875488,405958171.64206987,0.03137474053967747086,0.02339914342421393503
DK,2024,17553,1649,5242,1908,12311,9854,243190286.24166809,339299007.10763476,0.01278366111951588502,0.01066456008689641552
DK,2025,14173,1218,4236,1693,9937,7651,222227359.40167925,307585553.42465753,0.03560443657377201976,0.01980446227124592630
DM,2010,80,14,33,20,47,49,345955320.00000000,429071165.21739130,0.00000000000000000000,0.00000000000000000000
DM,2011,54,15,21,10,33,42,294256000.00000000,428849723.07692308,0.09302325581395348837,0.08333333333333333333
DM,2012,175,18,146,75,29,45,45430601.142857142857,189886320.00000000,0.11851851851851851852,0.17924528301886792453
DM,2013,81,23,43,24,38,48,179665066.66666667,189729600.00000000,0.00000000000000000000,0.00000000000000000000
DM,2014,93,26,79,34,14,34,90266632.258064516129,245177788.23529412,0.02439024390243902439,0.03703703703703703704
DM,2015,300,30,248,145,52,93,107393472.00000000,154272645.37815126,0.01005025125628140704,0.05263157894736842105
DM,2016,270,39,165,94,105,146,145555520.00000000,207636120.00000000,0.09042553191489361702,0.06598984771573604061
DM,2017,138,30,105,51,33,48,143915478.26086957,300100363.63636364,0.00000000000000000000,0.00000000000000000000
DM,2018,294,28,253,145,41,45,45093159.183673469388,67350164.210526315789,0.63247863247863247863,0.60689655172413793103
DM,2019,320,43,165,94,155,195,115135020.00000000,219877536.33217993,0.28813559322033898305,0.21200000000000000000
DM,2020,170,34,104,61,66,78,56641807.058823529412,241797548.20143885,0.31250000000000000000,0.20408163265306122449
DM,2021,104,16,40,10,64,69,186972923.07692308,268416364.55696203,0.00000000000000000000,0.00000000000000000000
DM,2022,352,55,301,170,51,111,11104609.090909090909,66064637.722419928826,0.00000000000000000000,0.01630434782608695652
DM,2023,826,126,686,410,140,278,20235172.881355932203,91903353.488372093023,0.35972850678733031674,0.29233870967741935484
DM,2024,899,176,776,536,123,232,45715114.571746384872,90845775.000000000000,0.20199501246882793017,0.30176211453744493392
DM,2025,1236,156,1118,775,118,298,18844357.281553398058,57882202.423112767940,0.25391498881431767338,0.23653395784543325527
DO,2010,333,71,205,145,128,158,169033167.56756757,286549449.50495050,0.05333333333333333333,0.02380952380952380952
DO,2011,454,77,205,162,249,266,272117751.54185022,378404343.92523364,0.03594771241830065359,0.02295081967213114754
DO,2012,693,101,327,243,366,405,208076758.44155844,311090533.33333333,0.03416856492027334852,0.05364806866952789700
DO,2013,1202,152,645,549,557,569,175492488.51913478,227580768.51520572,0.10669975186104218362,0.11180904522613065327
DO,2014,1707,160,989,689,718,944,149311297.01230228,220694752.72504593,0.25253378378378378378,0.19399538106235565820
DO,2015,1799,196,816,627,983,1025,200853921.51195108,258091130.26634383,0.15320754716981132075,0.13159908186687069625
DO,2016,1459,196,868,719,591,659,123682281.01439342,156701573.29462990,0.03671706263498920086,0.04320337197049525817
DO,2017,3152,242,2039,1654,1113,1315,105489959.39086294,140763642.43853149,0.38750546089995631280,0.35942152275627392599
DO,2018,2236,296,1518,1169,718,884,102486783.54203936,136754197.75937652,0.13761467889908256881,0.12061403508771929825
DO,2019,2621,355,1703,1297,918,1085,78143937.733689431515,113226365.74307305,0.10863874345549738220,0.07569974554707379135
DO,2020,4639,236,1166,801,3473,3597,186925068.33369261,228386514.59754434,0.08485150985774893936,0.06081930133199296306
DO,2021,4530,253,1163,907,3367,3442,162778725.29801325,219981194.38951483,0.02812417086760413903,0.01652011723954169997
DO,2022,8105,627,4393,3726,3712,3925,109315475.97779149,134243489.00797281,0.18592629648157412039,0.18986911439741628421
DO,2023,10436,897,6639,5470,3797,4269,82536447.987734764278,106190195.46154636,0.25725612346028599745,0.24101389087784619791
DO,2024,11191,1159,7098,6101,4093,4476,86563350.120632651238,111191898.799281459771,0.18755878006180303641,0.17693138843868179363
DO,2025,9410,827,6260,5300,3150,3605,81283825.377258235919,106805797.73161145,0.20390889504462911665,0.26178988326848249027
DZ,2010,3,3,2,1,1,2,153331200.00000000,583747200.00000000,0.00000000000000000000,0.00000000000000000000
DZ,2011,8,2,6,6,2,2,54669600.000000000000,54885600.000000000000,0.00000000000000000000,0.00000000000000000000
DZ,2012,2,1,2,2,0,0,172800.000000000000,172800.000000000000,,
DZ,2013,9,3,2,0,7,9,158908800.00000000,496252800.00000000,0.00000000000000000000,0.00000000000000000000
DZ,2014,97,11,5,0,92,95,329480610.30927835,553950416.84210526,0.00000000000000000000,0.00000000000000000000
DZ,2015,318,18,19,5,299,309,326028769.81132075,595781931.21019108,0.01320132013201320132,0.00000000000000000000
DZ,2016,311,22,26,6,285,298,286217363.34405145,570747600.00000000,0.03000000000000000000,0.00000000000000000000
DZ,2017,708,29,86,11,622,680,277543281.35593220,566082296.96092619,0.00797448165869218501,0.00000000000000000000
DZ,2018,849,32,272,179,577,622,195464073.49823322,449019074.15730337,0.14545454545454545455,0.10567010309278350515
DZ,2019,811,36,198,77,613,707,214294052.77435265,444670383.67346939,0.03485254691689008043,0.02088772845953002611
DZ,2020,289,19,71,15,218,265,255378668.51211073,493054251.42857143,0.02564102564102564103,0.01486988847583643123
DZ,2021,221,14,24,5,197,200,246232571.94570136,423486017.56097561,0.01456310679611650485,0.00000000000000000000
DZ,2022,667,31,344,294,323,321,103138801.79910045,174225810.73170732,0.00000000000000000000,0.00619195046439628483
DZ,2023,399,31,142,83,257,297,198030315.78947368,456526004.21052632,0.00000000000000000000,0.00000000000000000000
DZ,2024,716,48,266,134,450,530,171487950.83798883,388130139.75903614,0.06250000000000000000,0.07284768211920529801
DZ,2025,1182,56,689,316,493,840,116999269.03553299,274891764.70588235,0.21615720524017467249,0.17636363636363636364
EC,2010,4377,315,2504,1598,1873,2496,158991317.88896504,224427017.87982413,0.05429687500000000000,0.04944871366521884397
EC,2011,5412,365,3380,2243,2032,2723,159539691.35254989,198386961.57873540,0.05206655931293612453,0.12947232947232947233
EC,2012,5950,371,3113,2150,2837,3401,199498703.59663866,252379909.92613943,0.07647357723577235772,0.07151176333566270673
EC,2013,6813,437,3290,2398,3523,3953,192705276.61822985,245894331.97921587,0.06947730694773069477,0.06171809841534612177
EC,2014,13037,613,7007,5499,6030,6722,158810516.52987651,192101354.19360118,0.15721052101179078908,0.15530839231547017189
EC,2015,12932,707,6300,4441,6632,7417,176154300.27837921,226360167.31320627,0.14593781344032096289,0.11239955243617129488
EC,2016,13801,828,6539,5018,7262,7703,190970769.53843924,231560462.73091738,0.12681124185548964310,0.12325374021599128109
EC,2017,20683,1210,9306,6913,11377,12140,175874483.19876227,208799102.12564950,0.12555648751532356926,0.11400481802200664106
EC,2018,32387,1601,16936,13224,15451,17213,147131941.08747337,172421690.23228308,0.20533406438474191274,0.19216117503829085340
EC,2019,44192,2026,23140,17428,21052,24098,130128146.19840695,163872713.65409623,0.19552297939778129952,0.16876516773733047823
EC,2020,29217,1652,8717,6668,20500,21747,189901111.16131020,210133541.86169277,0.07743044451551007355,0.08035216317424906382
EC,2021,49877,1910,19595,12148,30282,35389,160837619.71249273,200223007.76237457,0.21160777831347429805,0.13880265047958852694
EC,2022,75828,2911,37380,28157,38448,43328,121341757.24006963,146615495.25634749,0.20869607274134261946,0.17886218654658770170
EC,2023,109803,3914,58020,45630,51783,57135,105252646.34299609,127371021.24653335,0.26336501255110877262,0.23928240164694703979
EC,2024,111044,3898,55286,44296,55758,59733,107412263.852166708692,129219385.36369666,0.30058190870309890320,0.26660852501907772812
EC,2025,66614,2759,34496,28167,32118,34183,106860823.25036779,125790060.70248597,0.29098727826554380935,0.26218615645182303784
EE,2010,68,25,25,7,43,35,344187105.88235294,524904685.71428571,0.07843137254901960784,0.02631578947368421053
EE,2011,136,23,108,39,28,59,107903435.29411765,296838661.22448980,0.00000000000000000000,0.00000000000000000000
EE,2012,161,31,59,12,102,96,337631880.74534161,501544800.00000000,0.00000000000000000000,0.00000000000000000000
EE,2013,138,40,61,24,77,80,243371895.65217391,356813723.07692308,0.00000000000000000000,0.00000000000000000000
EE,2014,617,55,460,153,157,283,107767126.09400324,476192212.84403670,0.14016172506738544474,0.03902439024390243902
EE,2015,440,53,119,21,321,324,230888487.27272727,363885996.52173913,0.00272479564032697548,0.00000000000000000000
EE,2016,323,68,179,76,144,144,133661869.96904025,279898298.18181818,0.00000000000000000000,0.00000000000000000000
EE,2017,833,93,496,122,337,480,139114164.70588235,402167457.80730897,0.00406504065040650407,0.01026694045174537988
EE,2018,856,120,448,95,408,521,150848545.79439252,348178535.06493506,0.00195312500000000000,0.00191570881226053640
EE,2019,2406,175,1288,660,1118,1085,123710830.92269327,215590330.31518625,0.25979262672811059908,0.19958706125258086717
EE,2020,1720,65,284,101,1436,1245,180349702.32558140,262664729.86627043,0.00659630606860158311,0.00775795190069821567
EE,2021,1008,84,198,73,810,653,229901400.00000000,374947914.04958678,0.03066037735849056604,0.01788375558867362146
EE,2022,2875,212,1584,683,1291,1355,117294836.86956522,194833356.62414132,0.09185347184253690541,0.07803650094398993077
EE,2023,2998,273,1351,484,1647,1527,129256763.17545030,214578245.25111885,0.06265296133137542829,0.04332344213649851632
EE,2024,5017,396,3321,1651,1696,1924,79139059.039266493921,144330197.03496503,0.05768600458865945592,0.15288788221970554926
EE,2025,5520,372,3120,1515,2400,2802,139968375.65217391,214924012.78665740,0.07712350182386659719,0.09522471910112359551
EG,2010,286,61,178,152,108,113,44018685.314685314685,44311788.679245283019,0.00000000000000000000,0.00000000000000000000
EG,2011,159,49,117,93,42,58,79207064.150943396226,97889483.443708609272,0.00000000000000000000,0.00000000000000000000
EG,2012,221,44,157,123,64,64,51377896.832579185520,75484954.010695187166,0.00000000000000000000,0.00000000000000000000
EG,2013,159,30,108,81,51,52,100552754.716981132075,85168312.781954887218,0.01587301587301587302,0.06779661016949152542
EG,2014,81,27,28,23,53,51,151687466.66666667,135392302.70270270,0.00000000000000000000,0.00000000000000000000
EG,2015,274,38,202,147,72,103,86843351.824817518248,158229504.00000000,0.15246636771300448430,0.45145631067961165049
EG,2016,1565,54,358,296,1207,1235,101721287.15654952,111445785.49967342,0.13276836158192090395,0.12535410764872521246
EG,2017,2624,78,734,646,1890,1945,91893347.560975609756,100163176.53415670,0.11734693877551020408,0.15679590967192160205
EG,2018,1757,126,668,499,1089,1210,81013596.812749003984,102320400.70216501,0.03503427265803503427,0.01808590806330067822
EG,2019,1586,127,551,426,1035,1124,110976823.20302648,133006166.70967742,0.03198653198653198653,0.00083402835696413678
EG,2020,1075,87,355,273,720,728,158605323.90697674,187319515.68431568,0.01033591731266149871,0.00900900900900900901
EG,2021,1088,146,601,542,487,454,87599594.117647058824,109321850.60240964,0.00480769230769230769,0.00348432055749128920
EG,2022,2571,338,1935,1725,636,659,50198030.338389731622,64710555.704697986577,0.01451905626134301270,0.01457194899817850638
EG,2023,4141,427,2836,2566,1305,1363,79571875.392417290510,88838265.614660218885,0.02204724409448818898,0.02397442727757059137
EG,2024,4340,417,2179,1807,2161,2094,108158386.72811060,106242077.82619841,0.03416264389157073895,0.03072075620322961796
EG,2025,5420,371,4239,3929,1181,1193,50569234.538745387454,55248650.370948848106,0.07566832804712279112,0.07731958762886597938
EH,2010,27,7,20,8,7,16,48499200.000000000000,216468000.00000000,0.13636363636363636364,0.27272727272727272727
EH,2011,26,5,25,0,1,20,10324800.000000000000,254802240.00000000,0.00000000000000000000,0.00000000000000000000
EH,2012,1,1,1,,0,,0.00000000000000000000,,0.00000000000000000000,
EH,2013,39,3,5,0,34,37,156321969.23076923,297416821.62162162,0.00000000000000000000,0.00000000000000000000
EH,2014,18,7,9,7,9,11,99388800.000000000000,159825600.00000000,0.25000000000000000000,0.21428571428571428571
EH,2015,41,6,40,38,1,2,7525229.268292682927,16746480.000000000000,0.00000000000000000000,0.00000000000000000000
EH,2016,107,10,22,14,85,78,212959850.46728972,245133704.34782609,0.00000000000000000000,0.00000000000000000000
EH,2017,152,13,128,69,24,72,42848715.789473684211,73156289.361702127660,0.00000000000000000000,0.02857142857142857143
EH,2018,229,17,174,103,55,94,31472614.847161572052,83533888.324873096447,0.35955056179775280899,0.25396825396825396825
EH,2019,682,16,312,237,370,387,103927671.55425220,147156507.69230769,0.39116202945990180033,0.34067796610169491525
EH,2020,108,8,49,22,59,82,135782400.00000000,224080061.53846154,0.00000000000000000000,0.01098901098901098901
EH,2021,98,11,97,45,1,8,1077355.102040816327,18600452.830188679245,0.00000000000000000000,0.00000000000000000000
EH,2022,186,19,150,94,36,57,43046709.677419354839,97118177.483443708609,0.00000000000000000000,0.21126760563380281690
EH,2023,355,35,326,171,29,97,15841379.154929577465,85612083.582089552239,0.00000000000000000000,0.23280423280423280423
EH,2024,112,23,72,37,40,47,87550971.428571428571,120136114.28571429,0.04545454545454545455,0.02083333333333333333
EH,2025,680,49,604,387,76,196,27406207.058823529412,58280727.272727272727,0.05341246290801186944,0.20754716981132075472
ER,2014,1,1,1,,0,,0.00000000000000000000,,,
ER,2015,2,1,2,0,0,1,0.00000000000000000000,278812800.00000000,,0.00000000000000000000
ER,2016,5,2,5,,0,,0.00000000000000000000,,,
ER,2018,9,3,9,7,0,0,864000.000000000000,1110857.142857142857,,
ER,2019,29,4,29,1,0,22,399227.586206896552,339905113.04347826,,0.00000000000000000000
ER,2020,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
ER,2021,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
ER,2024,8,2,6,6,2,0,40230000.000000000000,705600.000000000000,0.00000000000000000000,
ES,2010,8942,581,1013,576,7929,7669,1223009778.57302617,1285630187.11946634,0.00485436893203883495,0.00427129174216929847
ES,2011,8568,680,1111,522,7457,7342,673565455.46218487,747551400.61037640,0.00250329380764163373,0.00148448043184885290
ES,2012,8968,708,1227,632,7741,7676,602375452.98840321,687515874.04910929,0.00919511273460133518,0.00628930817610062893
ES,2013,11675,883,2008,1151,9667,9493,551430531.28907923,633790463.13416009,0.01072517957296073994,0.00470107307102708227
ES,2014,15597,1044,2155,1242,13442,13023,535262879.16907098,609448326.05678233,0.01195276497695852535,0.00962406015037593985
ES,2015,20719,1304,3735,2179,16984,16961,506815757.05391187,585888913.35423197,0.01023564478938192453,0.01301815690304898938
ES,2016,41097,1951,6408,3999,34689,33646,516341810.17592525,597298334.05764378,0.01218339211285668483,0.02518912860745306809
ES,2017,87569,2990,9524,5483,78045,75478,518568502.15030433,596845940.93452403,0.01181575847746574918,0.00913313095145429543
ES,2018,146602,3704,16776,9635,129826,126862,511281914.64782199,585348914.60471659,0.02304403435044765211,0.01713486774617599903
ES,2019,200169,4637,20719,11841,179450,175449,462780283.90809766,531032532.05189813,0.01998226647295102983,0.01455011768885730781
ES,2020,250740,4805,16898,11481,233842,224918,461546307.30796841,509551342.38638911,0.02552861875175107537,0.02349743279975838115
ES,2021,305370,5503,18821,8504,286549,274794,431194920.74270557,493866909.42258682,0.01097960005322615315,0.00662931301448294239
ES,2022,346850,7752,43972,23659,302878,295968,374292696.93758109,438160081.28474753,0.02759590441983438092,0.02089655600453406593
ES,2023,381916,9172,52332,29896,329584,321990,356841783.44557442,416973776.57991509,0.02991529953890704103,0.02133464157084225767
ES,2024,422178,11072,68873,40666,353305,347523,333720919.50599036,396388655.81044285,0.03483140746353476037,0.02281944608878328409
ES,2025,291020,9351,59928,38080,231092,231929,323457504.36945914,383636223.32588914,0.04597967272299179845,0.03407556944630239940
ET,2010,176,25,109,91,67,85,53852236.363636363636,126425781.81818182,0.00000000000000000000,0.00000000000000000000
ET,2011,571,51,494,462,77,109,21561869.001751313485,38809487.915936952715,0.00000000000000000000,0.00000000000000000000
ET,2012,351,43,191,145,160,206,85385600.000000000000,112092800.00000000,0.10416666666666666667,0.00456621004566210046
ET,2013,701,70,410,235,291,466,86140923.252496433666,171022329.24393723,0.12342569269521410579,0.00389863547758284600
ET,2014,1066,83,763,674,303,392,47294760.225140712946,67087654.784240150094,0.19841269841269841270,0.18117229129662522202
ET,2015,905,86,606,525,299,380,47237314.475138121547,67410521.104972375691,0.05376344086021505376,0.10261194029850746269
ET,2016,1706,93,1170,1123,536,583,74937718.171160609613,89136286.987104337632,0.36876763875823142051,0.37251356238698010850
ET,2017,1458,112,1073,946,385,512,53823466.666666666667,72467792.592592592593,0.12185929648241206030,0.15103532277710109622
ET,2018,4844,173,3758,3599,1086,1245,57402151.610239471511,70506448.885218827415,0.09547738693467336683,0.14688572829818538499
ET,2019,4749,189,3582,3219,1167,1530,60185486.797220467467,82881251.295009475679,0.03674796747967479675,0.05653495440729483283
ET,2020,1264,78,837,709,427,555,60718010.126582278481,74515830.379746835443,0.13273001508295625943,0.09603072983354673496
ET,2021,788,74,201,61,587,727,122471342.13197970,155838079.18781726,0.03571428571428571429,0.01219512195121951220
ET,2022,2382,163,1629,1578,753,804,66521543.576826196474,76431137.531486146096,0.37241379310344827586,0.37856108160309029454
ET,2023,2337,227,1573,1357,764,980,75541697.560975609756,103700148.90885751,0.09194711538461538462,0.08291316526610644258
